steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_viewed_comments,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
793,100,100,20,0,0.3,0.3,0.9,0.6529871927420713,1000,64,1,35,284.0946005298234,0,284.0946005298234,182,0,182,1.8047559812040723,1.6436000000000002,0,100,100,2.72,57.14766666666667,38.70928754409539,40.53008719186363,32.26158860094114,33.667025069939,-79.07396863896179
794,100,100,20,0,0.3,0.3,0.9,0.6524019696257582,1000,63,2,35,305.4171896153485,0,305.4171896153485,189,0,189,1.8047559812040703,1.6404000000000003,0,100,100,2.74,58.47383333333333,28.624907878872335,20.706465524157835,2.5838401783497886,8.437728533177562,-79.07396863896179
795,100,100,20,0,0.3,0.3,0.9,0.6533681238458469,1000,64,1,35,263.48634441409195,0,263.48634441409195,187,0,187,1.8032559812040705,1.6457,0,100,100,2.67,55.743833333333335,45.75040347222142,43.455591344050276,35.6748047294154,36.36822148627442,-79.07396863896179
796,100,100,20,0,0.3,0.3,0.9,0.6533134259000586,1000,63,2,35,288.6991502245355,0,288.6991502245355,188,0,188,1.8037559812040704,1.6454,0,100,100,2.75,58.563166666666675,43.559806055519346,42.414502128501084,27.774511098062334,27.28005008022103,-79.07396863896179
797,100,100,20,0,0.3,0.3,0.9,0.6529848788083088,1000,63,2,35,315.0406700468673,0,315.0406700468673,190,0,190,1.8032559812040703,1.6436000000000002,0,100,100,2.7,55.10833333333334,37.48923840029232,35.67999770220683,17.486066886615276,17.890209799298816,-79.07396863896179
798,100,100,20,0,0.3,0.3,0.9,0.6522163049398203,1000,63,2,35,270.12738544928646,0,270.12738544928646,188,0,188,1.8052559812040705,1.6393999999999997,0,100,100,2.81,57.809000000000005,41.49247853723071,36.0476519110218,25.373005405714792,29.260211891245632,-79.07396863896179
799,100,100,20,0,0.3,0.3,0.9,0.652417463123301,1000,64,1,35,267.4385030958623,0,267.4385030958623,178,0,178,1.8017559812040709,1.6405,0,100,100,2.8,56.61666666666667,47.50575204367087,38.11314683080107,27.04635994519498,32.28285125488779,-79.07396863896179
800,100,100,20,0,0.3,0.3,0.9,0.6526002227943335,1000,63,2,35,270.6928872300785,0,270.6928872300785,184,0,184,1.7972559812040707,1.6415,0,100,100,2.73,55.86333333333333,44.67967808346211,41.67191890349042,25.314760097196114,25.61194740313107,-79.07396863896179
801,100,100,20,0,0.3,0.3,0.9,0.6524722364462107,1000,63,2,35,340.71191447367374,0,340.71191447367374,193,0,193,1.8017559812040709,1.6408,0,100,100,2.73,57.235499999999995,34.817401537037085,37.34433754861621,14.733843924522319,16.58644237080142,-79.07396863896179
802,100,100,20,0,0.3,0.3,0.9,0.6526549627222492,1000,65,0,35,284.6635100392508,0,284.6635100392508,181,0,181,1.8037559812040709,1.6418000000000004,0,100,100,2.82,56.46783333333333,42.49679914711302,47.25546735121165,36.74270299214726,32.19342961555972,-79.07396863896179
803,100,100,20,0,0.3,0.3,0.9,0.6519039094157828,1000,64,1,35,294.5462738247084,0,294.5462738247084,196,0,196,1.8012559812040707,1.6377000000000002,0,100,100,2.71,57.1625,41.103659089930915,20.239728358718253,14.350656161235946,18.472622107695173,-79.07396863896179
804,100,100,20,0,0.3,0.3,0.9,0.652470706100327,1000,64,1,35,300.1806444666663,0,300.1806444666663,186,0,186,1.8037559812040704,1.6408000000000005,0,100,100,2.75,54.96200000000001,48.58544029090672,33.699374222850764,22.72985101535565,19.7623098909213,-79.07396863896179
805,100,100,20,0,0.3,0.3,0.9,0.6522145148108308,1000,64,1,35,318.72428951207667,0,318.72428951207667,189,0,189,1.8032559812040703,1.6394000000000002,0,100,100,2.79,56.86633333333333,45.91087972005195,28.203146383560153,24.255494371589975,29.389332180171408,-79.07396863896179
806,100,100,20,0,0.3,0.3,0.9,0.6525252819791935,1000,64,1,35,278.00357994769024,0,278.00357994769024,184,0,184,1.8047559812040703,1.6411000000000002,0,100,100,2.77,56.14033333333334,40.61957095101107,40.115596983543725,26.242203688673214,29.721135881874687,-79.07396863896179
807,100,100,20,0,0.3,0.3,0.9,0.6523240624669984,1000,64,1,35,279.88602268913405,0,279.88602268913405,187,0,187,1.807255981204071,1.6400000000000003,0,100,100,2.65,57.1925,46.439900983237635,45.90594334755201,36.14884162621556,38.948565286168105,-79.07396863896179
808,100,100,20,0,0.3,0.3,0.9,0.6529082883676799,1000,64,1,35,267.13508726900994,0,267.13508726900994,176,0,176,1.8012559812040707,1.6432000000000002,0,100,100,2.78,56.57883333333334,45.68164183601567,30.529916406413804,20.8427084171976,21.870204939913464,-79.07396863896179
809,100,100,20,0,0.3,0.3,0.9,0.6527804344864013,1000,65,0,35,313.3430712200932,0,313.3430712200932,191,0,191,1.8037559812040704,1.6425,0,100,100,2.73,57.83633333333333,39.70059786382305,20.587009747414697,15.197155061616911,20.05488096572259,-79.07396863896179
810,100,100,20,0,0.3,0.3,0.9,0.6537997901080262,1000,65,0,35,283.96162803570206,0,283.96162803570206,186,0,186,1.8022559812040708,1.6481000000000001,0,100,100,2.74,55.75616666666666,46.3138750319774,34.87624103245028,24.31482229494884,29.942065247331414,-79.07396863896179
811,100,100,20,0,0.3,0.3,0.9,0.6533987936926912,1000,65,0,35,289.8984338197167,0,289.8984338197167,182,0,182,1.8012559812040707,1.6459000000000001,0,100,100,2.78,56.466499999999996,43.91327662176374,31.914530674700273,19.296424039439017,25.433284925290025,-79.07396863896179
812,100,100,20,0,0.3,0.3,0.9,0.65383560737952,1000,64,1,35,308.2450467346674,0,308.2450467346674,179,0,179,1.801255981204071,1.6483,0,100,100,2.74,56.14933333333333,28.88041913751212,25.332179274382412,9.914618039286125,16.334382382115308,-79.07396863896179
813,100,100,20,0,0.3,0.3,0.9,0.6543262191299742,1000,64,1,35,286.55364106645163,0,286.55364106645163,183,0,183,1.7962559812040713,1.651,0,100,100,2.78,55.93183333333334,43.36988382896013,39.33922467890048,24.760397805749278,30.975934109176876,-79.07396863896179
814,100,100,20,0,0.3,0.3,0.9,0.6541989695389908,1000,64,1,35,293.4238232812952,0,293.4238232812952,188,0,188,1.8042559812040708,1.6503,0,100,100,2.75,57.45916666666667,41.551804935785555,39.31608829506882,23.5214354954569,22.77381645739939,-79.07396863896179
815,100,100,20,0,0.3,0.3,0.9,0.6551232174549023,1000,64,1,35,304.94999637312617,0,304.94999637312617,196,0,196,1.7997559812040713,1.6554,0,100,100,2.67,54.869833333333325,37.53913890905466,20.147822003231767,0.9660176873578621,-2.4348775083656733,-79.07396863896179
816,100,100,20,0,0.3,0.3,0.9,0.6557922548848342,1000,63,2,35,292.1076779635995,0,292.1076779635995,197,0,197,1.805755981204071,1.6591,0,100,100,2.74,57.471333333333334,37.027931183101344,34.924139943357204,21.329894686121918,25.86303162618111,-79.07396863896179
817,100,100,20,0,0.3,0.3,0.9,0.6559549054872438,1000,63,2,35,307.82413792265186,0,307.82413792265186,193,0,193,1.803755981204071,1.66,0,100,100,2.74,52.552833333333325,43.091798410771815,44.56145540437697,30.088401772201195,33.15345258626664,-79.07396863896179
818,100,100,20,0,0.3,0.3,0.9,0.6553391865448317,1000,63,2,35,284.07142228319265,0,284.07142228319265,183,0,183,1.8097559812040707,1.6566000000000005,0,100,100,2.82,57.88416666666666,36.79850476153922,30.8424877441565,17.669585076565056,21.00099251184116,-79.07396863896179
819,100,100,20,0,0.3,0.3,0.9,0.6555382575468224,1000,64,1,35,325.9797862896411,0,325.9797862896411,183,0,183,1.8102559812040702,1.6577000000000002,0,100,100,2.73,57.12649999999999,41.94262299109715,15.660478020713754,13.456452304716322,12.183827063580594,-79.07396863896179
820,100,100,20,0,0.3,0.3,0.9,0.6547398543532096,1000,64,1,35,290.53127266611784,0,290.53127266611784,191,0,191,1.8052559812040705,1.6533000000000002,0,100,100,2.68,56.967166666666664,38.87324388246279,24.767407075964144,9.570453868882822,12.602575767254876,-79.07396863896179
821,100,100,20,0,0.3,0.3,0.9,0.655391674016436,1000,64,1,35,314.6429718807278,0,314.6429718807278,184,0,184,1.8097559812040704,1.6569,0,100,100,2.8,55.81750000000001,40.242532418669356,21.480531221791324,16.601619454511393,7.096503395457802,-79.07396863896179
822,100,100,20,0,0.3,0.3,0.9,0.6554640809433654,1000,64,1,35,287.1428729710917,0,287.1428729710917,188,0,188,1.8067559812040703,1.6573000000000002,0,100,100,2.74,56.331833333333336,37.81718101254353,35.614752293673064,18.88368028695433,23.991894874181753,-79.07396863896179
823,100,100,20,0,0.3,0.3,0.9,0.6562224318311174,1000,64,1,35,301.6974637437554,0,301.6974637437554,201,0,201,1.7997559812040707,1.6614999999999998,0,100,100,2.74,58.00233333333333,34.488806333061774,31.048446859832183,18.097190698713405,24.079994394590386,-79.07396863896179
824,100,100,20,0,0.3,0.3,0.9,0.6557341270324678,1000,64,1,35,318.05229660273596,0,318.05229660273596,196,0,196,1.8012559812040707,1.6588000000000003,0,100,100,2.68,56.391999999999996,37.65962990059046,21.104398217615056,8.41819209994793,12.241764495644958,-79.07396863896179
825,100,100,20,0,0.3,0.3,0.9,0.6569409718238217,1000,64,1,35,318.85301351242873,0,318.85301351242873,182,0,182,1.8067559812040705,1.6655000000000002,0,100,100,2.73,56.18466666666667,36.92490161914316,25.77073441121496,7.045265447557966,13.508838474092641,-79.07396863896179
826,100,100,20,0,0.3,0.3,0.9,0.657910509198889,1000,64,0,36,312.9011311718115,0,312.9011311718115,193,0,193,1.80575598120407,1.6709,0,100,100,2.77,56.61933333333332,31.556862971445724,31.73136014503544,16.15768472611032,12.992316460224743,-79.07396863896179
827,100,100,20,0,0.3,0.3,0.9,0.6567931907631349,1000,64,0,36,313.3333886688265,0,313.3333886688265,191,0,191,1.8042559812040704,1.6647,0,100,100,2.79,58.458499999999994,39.569802903780925,29.02949320743261,4.221471182729431,5.660371294898624,-79.07396863896179
828,100,100,20,0,0.3,0.3,0.9,0.6562334892705975,1000,64,1,35,323.118451840611,0,323.118451840611,198,0,198,1.8047559812040705,1.6616,0,100,100,2.69,57.15916666666667,31.220098378462126,24.586936433021293,-5.689094566177545,0.4814174608254689,-79.07396863896179
829,100,100,20,0,0.3,0.3,0.9,0.6572590995386957,1000,64,1,35,292.1041057040118,0,292.1041057040118,189,0,189,1.8077559812040704,1.6673,0,100,100,2.77,54.603166666666674,41.66577662398035,28.479996259433875,14.405797789922474,18.2842734210449,-79.07396863896179
830,100,100,20,0,0.3,0.3,0.9,0.6577620634330732,1000,64,1,35,320.05238149973604,0,320.05238149973604,189,0,189,1.8052559812040705,1.6701,0,100,100,2.75,54.59433333333333,43.872916648853334,36.05728284452735,27.08518997048867,31.210815480118782,-79.07396863896179
831,100,100,20,0,0.3,0.3,0.9,0.6586039550022158,1000,64,1,35,300.1189029187801,0,300.1189029187801,196,0,196,1.8037559812040704,1.6747999999999998,0,100,100,2.78,54.82983333333333,43.600685226115985,30.33810378371345,17.09049954045932,12.640965623260911,-79.07396863896179
832,100,100,20,0,0.3,0.3,0.9,0.6586039550022159,1000,64,1,35,328.27762371163993,0,328.27762371163993,186,0,186,1.8052559812040705,1.6748000000000003,0,100,100,2.74,54.484833333333334,40.35891871583664,29.282320114842065,16.438847738614356,17.215102155449387,-79.07396863896179
833,100,100,20,0,0.3,0.3,0.9,0.6582991316204694,1000,63,2,35,298.4656418734108,0,298.4656418734108,193,0,193,1.8082559812040706,1.6730999999999998,0,100,100,2.73,57.16716666666666,35.30233390683861,19.93866389708174,2.6883441091510747,-1.7356289574714765,-79.07396863896179
834,100,100,20,0,0.3,0.3,0.9,0.6583349889084632,1000,63,2,35,311.9194111728573,0,311.9194111728573,200,0,200,1.8042559812040708,1.6733000000000002,0,100,100,2.73,56.14033333333333,38.16892488806974,34.35277666163702,11.100608124775903,16.005122566667012,-79.07396863896179
835,100,100,20,0,0.3,0.3,0.9,0.6574539052354831,1000,63,2,35,316.524785243892,0,316.524785243892,195,0,195,1.8002559812040708,1.6684,0,100,100,2.74,56.9075,37.277028058048614,29.774231032126323,17.408451165815194,13.197287864681215,-79.07396863896179
836,100,100,20,0,0.3,0.3,0.9,0.6574539052354831,1000,63,2,35,313.0836602960116,0,313.0836602960116,189,0,189,1.8042559812040708,1.6684,0,100,100,2.72,54.753000000000014,42.60086938438232,36.132037735320864,20.349333659736317,16.979084181613672,-79.07396863896179
837,100,100,20,0,0.3,0.3,0.9,0.657399951635579,1000,64,1,35,277.590872201456,0,277.590872201456,184,0,184,1.8032559812040703,1.6681,0,100,100,2.77,55.105999999999995,42.24111963761098,37.7367546863251,20.545618216977147,23.410557307108263,-79.07396863896179
838,100,100,20,0,0.3,0.3,0.9,0.659009873524554,1000,63,2,35,306.6229949950798,0,306.6229949950798,203,0,203,1.8037559812040704,1.6770999999999998,0,100,100,2.71,52.09766666666666,41.64353473033569,35.12960579021305,22.262636528765256,28.74126970605647,-79.07396863896179
839,100,100,20,0,0.3,0.3,0.9,0.6585081713206479,1000,63,2,35,291.8893163610844,0,291.8893163610844,187,0,187,1.8032559812040705,1.6743000000000001,0,100,100,2.74,57.498000000000005,42.09679518127939,37.22964448262141,24.185140698125707,24.241723204502705,-79.07396863896179
840,100,100,20,0,0.3,0.3,0.9,0.6583109444499808,1000,63,2,35,286.14894873643203,0,286.14894873643203,184,0,184,1.8022559812040704,1.6732,0,100,100,2.77,56.10633333333334,42.121411319402284,26.266844878887213,15.082561143281794,21.26818492277141,-79.07396863896179
841,100,100,20,0,0.3,0.3,0.9,0.658131540072514,1000,65,0,35,290.3606899360509,0,290.3606899360509,193,0,193,1.804755981204071,1.6721999999999997,0,100,100,2.75,58.235166666666665,40.20901697094462,21.205923446989658,-5.35110438513621,-7.391439527118052,-79.07396863896179
842,100,100,20,0,0.3,0.3,0.9,0.6586866645278354,1000,64,1,35,327.3193098390085,0,327.3193098390085,197,0,197,1.8022559812040704,1.6752999999999998,0,100,100,2.83,54.64716666666667,43.21696245136019,36.90853435936705,20.68236316758947,24.837047015238397,-79.07396863896179
843,100,100,20,0,0.3,0.3,0.9,0.6586687562183798,1000,63,2,35,251.51122400744802,0,251.51122400744802,173,0,173,1.8022559812040704,1.6752,0,100,100,2.78,57.33083333333334,35.12305584565809,33.613022621322614,18.06124437466417,17.462732771440074,-79.07396863896179
844,100,100,20,0,0.3,0.3,0.9,0.6587940620242156,1000,64,1,35,314.0347009350394,0,314.0347009350394,190,0,190,1.8077559812040704,1.6759000000000006,0,100,100,2.75,55.26233333333332,44.07235582081117,28.28564566383787,19.502380537992593,24.6290139476975,-79.07396863896179
845,100,100,20,0,0.3,0.3,0.9,0.6583817771293782,1000,63,2,35,290.69403560118,0,290.69403560118,185,0,185,1.8042559812040708,1.6736000000000004,0,100,100,2.74,55.86783333333333,45.55476847501049,41.79473834240494,24.809849023146086,27.507086412291102,-79.07396863896179
846,100,100,20,0,0.3,0.3,0.9,0.6576270149393697,1000,64,1,35,286.6746947490098,0,286.6746947490098,192,0,192,1.8017559812040704,1.6694000000000002,0,100,100,2.69,57.098,43.87234330169943,23.57630802173321,11.532974249041871,18.353913249916246,-79.07396863896179
847,100,100,20,0,0.3,0.3,0.9,0.6580935221164032,1000,64,1,35,307.0380409278265,0,307.0380409278265,188,0,188,1.8067559812040705,1.6720000000000002,0,100,100,2.8,57.025333333333336,34.57178987015172,13.092114491192518,-4.578274873499026,-2.5867813248748917,-79.07396863896179
848,100,100,20,0,0.3,0.3,0.9,0.6593620588325011,1000,64,1,35,326.8289210198482,0,326.8289210198482,193,0,193,1.8017559812040709,1.6791000000000003,0,100,100,2.79,53.285166666666676,40.90464459744473,31.880942494695176,20.221211745143023,25.138425741820726,-79.07396863896179
849,100,100,20,0,0.3,0.3,0.9,0.6597189679991182,1000,64,1,35,313.38579292204327,0,313.38579292204327,192,0,192,1.8027559812040708,1.6811000000000007,0,100,100,2.73,54.007,39.8506104546432,32.893030487667346,18.65788862246643,22.54443211653998,-79.07396863896179
850,100,100,20,0,0.3,0.3,0.9,0.6585185379943403,1000,64,1,35,257.3800516816367,0,257.3800516816367,188,0,188,1.8057559812040709,1.6744000000000003,0,100,100,2.7,56.962666666666664,34.92269979670286,30.151300390945437,16.545073138130732,17.22579572032589,-79.07396863896179
851,100,100,20,0,0.3,0.3,0.9,0.6576920917133486,1000,64,1,35,308.5854170597595,0,308.5854170597595,184,0,184,1.8062559812040704,1.6698000000000002,0,100,100,2.69,57.53166666666666,26.697239872518054,21.93708482958209,3.414686569153332,9.5525371946228,-79.07396863896179
852,100,100,20,0,0.3,0.3,0.9,0.657907531569722,1000,65,0,35,295.76069687291084,0,295.76069687291084,189,0,189,1.8052559812040705,1.6710000000000003,0,100,100,2.78,57.596333333333334,32.26773723116011,24.317244458061737,14.221990797106457,12.961312122887449,-79.07396863896179
853,100,100,20,0,0.3,0.3,0.9,0.6576739566760286,1000,64,1,35,258.66183224700586,0,258.66183224700586,170,0,170,1.7992559812040707,1.6697000000000002,0,100,100,2.78,58.18683333333333,34.2841598597434,31.76825779643596,10.093328195527363,15.848741161245727,-79.07396863896179
854,100,100,20,0,0.3,0.3,0.9,0.6581045529322334,1000,65,0,35,308.71563126029355,0,308.71563126029355,192,0,192,1.7997559812040707,1.6721000000000001,0,100,100,2.74,56.472,45.32155976766859,26.77621808998768,18.80203773416116,25.62580460492751,-79.07396863896179
855,100,100,20,0,0.3,0.3,0.9,0.6581404316621263,1000,65,0,35,300.86180130355893,0,300.86180130355893,187,0,187,1.7987559812040708,1.6723000000000001,0,100,100,2.74,57.47716666666666,29.9379520992197,30.622910588418364,12.531264795166805,14.273994793490004,-79.07396863896179
856,100,100,20,0,0.3,0.3,0.9,0.6578171751520995,1000,63,2,35,286.9390548872596,0,286.9390548872596,186,0,186,1.7962559812040708,1.6705000000000003,0,100,100,2.74,57.14333333333333,44.21027318472656,34.067149261210034,23.86081519811563,28.156165457282754,-79.07396863896179
857,100,100,20,0,0.3,0.3,0.9,0.6583907546466324,1000,64,1,35,312.88029051484875,0,312.88029051484875,190,0,190,1.799255981204071,1.6737,0,100,100,2.75,56.083499999999994,42.715185165939545,37.17252895745645,21.757961846988138,15.396943543212927,-79.07396863896179
858,100,100,20,0,0.3,0.3,0.9,0.6584265990817839,1000,64,1,35,274.15135148308633,0,274.15135148308633,177,0,177,1.801255981204071,1.6739000000000004,0,100,100,2.75,54.098333333333336,42.403069401351644,36.08352019468384,21.940643441033586,16.067517691278454,-79.07396863896179
859,100,100,20,0,0.3,0.3,0.9,0.6581216116400903,1000,64,1,35,295.7376302409818,0,295.7376302409818,186,0,186,1.795755981204071,1.6722000000000004,0,100,100,2.79,53.95666666666666,37.22794124343335,35.64017041317268,20.35978701193693,24.348221429003587,-79.07396863896179
860,100,100,20,0,0.3,0.3,0.9,0.6583725676630349,1000,64,1,35,327.8148615180597,0,327.8148615180597,190,0,190,1.8002559812040708,1.6736000000000002,0,100,100,2.73,55.42983333333333,43.9390426720031,34.00294252168948,23.75652135494113,26.310827899964835,-79.07396863896179
861,100,100,20,0,0.3,0.3,0.9,0.65876640941026,1000,64,1,35,307.2052477360223,0,307.2052477360223,188,0,188,1.8017559812040709,1.6757999999999997,0,100,100,2.72,55.575500000000005,39.4644869330796,31.55642001581245,18.23588853938446,22.256541972321344,-79.07396863896179
862,100,100,20,0,0.3,0.3,0.9,0.6582822781568981,1000,64,1,35,262.8240625179131,0,262.8240625179131,174,0,174,1.7987559812040712,1.6731000000000003,0,100,100,2.79,55.616166666666665,37.525312624376085,36.400385708252,17.303318437980863,21.098056524740628,-79.07396863896179
863,100,100,20,0,0.3,0.3,0.9,0.6574371570828151,1000,64,1,35,294.7076591542184,0,294.7076591542184,184,0,184,1.7972559812040714,1.6684,0,100,100,2.78,55.45183333333333,37.23652821041034,33.15483087432864,1.3989396378256913,7.519851030581947,-79.07396863896179
864,100,100,20,0,0.3,0.3,0.9,0.6574910912830909,1000,64,1,35,282.2054503334489,0,282.2054503334489,183,0,183,1.803755981204071,1.6687000000000005,0,100,100,2.83,57.63833333333332,49.14143062775315,30.029533619275952,13.824868346646667,18.38464390378246,-79.07396863896179
865,100,100,20,0,0.3,0.3,0.9,0.6565713990493808,1000,64,1,35,314.7676811942205,0,314.7676811942205,195,0,195,1.810255981204071,1.6636000000000002,0,100,100,2.76,57.297,43.00556654282093,40.097344448873315,20.57037798266174,25.716314439808343,-79.07396863896179
866,100,100,20,0,0.3,0.3,0.9,0.6575420401518374,1000,64,1,35,326.45571464731484,0,326.45571464731484,189,0,189,1.8052559812040705,1.6690000000000003,0,100,100,2.81,54.19816666666667,44.501640855118865,39.285020329865375,16.171093504829656,8.285666631866349,-79.07396863896179
867,100,100,20,0,0.3,0.3,0.9,0.6580624062024385,1000,64,1,35,317.43372862384507,0,317.43372862384507,193,0,193,1.8017559812040709,1.6719000000000002,0,100,100,2.78,54.175666666666665,42.92958121792822,38.34691179266386,23.082660757250437,26.815765754122253,-79.07396863896179
868,100,100,20,0,0.3,0.3,0.9,0.6585639885754009,1000,64,1,35,337.1313692739751,0,337.1313692739751,202,0,202,1.8097559812040707,1.6747000000000003,0,100,100,2.69,56.333666666666666,45.37775596879186,34.51831426742126,14.823596698875974,22.083072432597618,-79.07396863896179
869,100,100,20,0,0.3,0.3,0.9,0.6586893317770244,1000,64,1,35,290.0500257603394,0,290.0500257603394,186,0,186,1.8077559812040704,1.6754000000000004,0,100,100,2.73,54.73083333333334,38.18083030292843,23.740272884719815,1.819901154019533,6.349928980240833,-79.07396863896179
870,100,100,20,0,0.3,0.3,0.9,0.6591363190825849,1000,64,1,35,297.8870828127897,0,297.8870828127897,183,0,183,1.8042559812040708,1.6779000000000002,0,100,100,2.78,53.73,39.72192812839387,36.00953578288633,23.728234668573236,27.561503542068237,-79.07396863896179
871,100,100,20,0,0.3,0.3,0.9,0.6593328646454198,1000,63,1,36,310.07684558466013,0,310.07684558466013,189,0,189,1.8087559812040706,1.6790000000000003,0,100,100,2.77,55.928666666666665,37.92693087859672,30.261532613800824,9.173177078543517,12.853322463339339,-79.07396863896179
872,100,100,20,0,0.3,0.3,0.9,0.6589571714019349,1000,64,0,36,306.9984457578486,0,306.9984457578486,197,0,197,1.8067559812040705,1.6769000000000003,0,100,100,2.74,56.8245,45.737523098687745,44.92356755642854,29.103150724586328,33.771491711675395,-79.07396863896179
873,100,100,20,0,0.3,0.3,0.9,0.658706499960574,1000,64,1,35,297.38117630876116,0,297.38117630876116,186,0,186,1.8022559812040704,1.6754999999999998,0,100,100,2.79,55.940666666666665,47.18691386691111,45.60295542379555,31.196072759774665,35.31690541801973,-79.07396863896179
874,100,100,20,0,0.3,0.3,0.9,0.6583300209358339,1000,64,0,36,296.46403930821685,0,296.46403930821685,184,0,184,1.8012559812040707,1.6734,0,100,100,2.76,56.78833333333334,49.88427628025681,50.46853684578193,37.08825511495289,38.183729458205505,-79.07396863896179
875,100,100,20,0,0.3,0.3,0.9,0.658580797147919,1000,64,0,36,339.23290734264236,0,339.23290734264236,196,0,196,1.8057559812040709,1.6747999999999998,0,100,100,2.64,53.8,43.86834852547466,41.962670804461766,24.851721421580265,26.162949713742023,-79.07396863896179
876,100,100,20,0,0.3,0.3,0.9,0.6582939216996762,1000,64,0,36,288.8230365596322,0,288.8230365596322,181,0,181,1.8057559812040704,1.6732000000000005,0,100,100,2.83,56.638000000000005,44.095996789115986,39.54830182414861,22.9975825894592,28.925450723905925,-79.07396863896179
877,100,100,20,0,0.3,0.3,0.9,0.6583297768448894,1000,63,1,36,287.8237644459259,0,287.8237644459259,174,0,174,1.8037559812040704,1.6734,0,100,100,2.74,57.754,45.1450678039927,15.196304507193474,5.165550875283486,12.253874246960919,-79.07396863896179
878,100,100,20,0,0.3,0.3,0.9,0.6588666415549824,1000,64,0,36,314.76123555587935,0,314.76123555587935,189,0,189,1.8087559812040706,1.6764000000000001,0,100,100,2.73,56.38516666666666,42.700629514077235,38.05516460115652,31.521074209705574,35.207260314255194,-79.07396863896179
879,100,100,20,0,0.3,0.3,0.9,0.6588666415549824,1000,63,1,36,289.29587287711286,0,289.29587287711286,180,0,180,1.8047559812040705,1.6764000000000001,0,100,100,2.74,57.81016666666665,27.693040811363602,32.75285745164433,19.40692848103751,25.350521842839697,-79.07396863896179
880,100,100,20,0,0.3,0.3,0.9,0.6590812338296606,1000,63,1,36,264.399628240448,0,264.399628240448,186,0,186,1.8037559812040704,1.6776000000000004,0,100,100,2.76,58.88049999999999,20.678668975270853,22.761723632156247,8.160765667930008,12.61537194112256,-79.07396863896179
881,100,100,20,0,0.3,0.3,0.9,0.6599015881276038,1000,63,1,36,297.1601429648978,0,297.1601429648978,193,0,193,1.8062559812040704,1.6822000000000006,0,100,100,2.74,56.403333333333336,48.55258227831669,40.35185110007035,25.07883268941754,30.816530667892124,-79.07396863896179
882,100,100,20,0,0.3,0.3,0.9,0.6602400478390223,1000,63,1,36,341.6221160871289,0,341.6221160871289,200,0,200,1.8017559812040704,1.6841000000000006,0,100,100,2.75,52.35850000000001,47.09516091163428,38.92090789265308,19.729226692945815,20.101020429540796,-79.07396863896179
883,100,100,20,0,0.3,0.3,0.9,0.6596689252261364,1000,64,0,36,299.8575442077901,0,299.8575442077901,188,0,188,1.8027559812040708,1.6809000000000005,0,100,100,2.78,55.62049999999999,41.18418427285616,37.581475894078324,22.25756867276459,22.937629391698948,-79.07396863896179
884,100,100,20,0,0.3,0.3,0.9,0.6595439401053174,1000,64,1,35,290.5421386577229,0,290.5421386577229,183,0,183,1.7947559812040708,1.6802000000000001,0,100,100,2.68,56.77083333333333,40.82897419088022,40.841239016044625,25.096399185086426,29.54142112200296,-79.07396863896179
885,100,100,20,0,0.3,0.3,0.9,0.6589356385785999,1000,64,0,36,278.2204320826137,0,278.2204320826137,176,0,176,1.8002559812040708,1.6768000000000007,0,100,100,2.73,58.7755,35.37791180685579,36.272456278802906,23.918311979854224,26.855178806242805,-79.07396863896179
886,100,100,20,0,0.3,0.3,0.9,0.6599342120450764,1000,64,0,36,259.9675492645985,0,259.9675492645985,183,0,183,1.7982559812040708,1.6824000000000006,0,100,100,2.7,55.10583333333333,41.77883466850045,29.86611868931689,17.487329070976102,24.474513761181385,-79.07396863896179
887,100,100,20,0,0.3,0.3,0.9,0.660468209909085,1000,64,0,36,283.8354799752527,0,283.8354799752527,183,0,183,1.7997559812040707,1.6854000000000002,0,100,100,2.83,55.556999999999995,40.313640917069904,38.951054569602576,30.988168634769977,29.772201599181443,-79.07396863896179
888,100,100,20,0,0.3,0.3,0.9,0.6599153953100242,1000,64,0,36,326.7168092487203,0,326.7168092487203,198,0,198,1.799255981204071,1.6823000000000006,0,100,100,2.77,56.788500000000006,32.405272914208865,35.75388068276112,10.501586393914408,14.356913731780395,-79.07396863896179
889,100,100,20,0,0.3,0.3,0.9,0.6601470417818702,1000,64,0,36,306.1845380012331,0,306.1845380012331,198,0,198,1.803755981204071,1.6836000000000007,0,100,100,2.75,56.04466666666667,50.9559317994711,51.308425503657844,32.73782563032634,35.69380993582399,-79.07396863896179
890,100,100,20,0,0.3,0.3,0.9,0.6618479631142585,1000,64,0,36,318.0243896144912,0,318.0243896144912,207,0,207,1.7997559812040713,1.6932000000000003,0,100,100,2.67,55.82200000000001,40.31540804235567,34.65147427120118,17.75895982420269,18.89380349597147,-79.07396863896179
